listing_id,make,model,year,price_inr,km_driven,fuel,payload_kg,gvw_kg,vehicle_category,weight_class,body_type,axle_count,city,papers_verified,condition,purpose_tags,spec_source_url
VEH-000237,Ashok Leyland,AVTR 4825 10x2,2015,1225000,377289,Diesel,32000,47500,rigid_truck,heavy,tipper,5,Ahmedabad,true,fair,construction|coal|aggregates|roadwork,https://www.ashokleyland.com/in/pressrelease/ashok-leyland-launches-avtr-4825-10x2-tipper-with-tandem-dummy-axle
VEH-000238,Tata,Signa 4932.T,2025,5515000,31171,Diesel,35300,49000,rigid_truck,heavy,flatbed,5,Delhi,false,good,long_haul|industrial_goods|steel|market_transport,https://trucks.tatamotors.com/assets/trucks/files/2026-01/tata-signa-4932t.pdf
VEH-000239,Ashok Leyland,Bada Dost i5+,2022,570000,131200,Diesel,2114,3800,pickup,light,flatbed,2,Surat,true,excellent,heavy_delivery|construction|industrial_goods,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i5-lx-2/specification
VEH-000240,BharatBenz,1015R,2016,590000,101817,Diesel,,10600,rigid_truck,intermediate,box,2,Mumbai,true,good,regional_delivery|fmcg|cold_chain|market_transport,https://www.bharatbenz.com/trucks/mdt-specifications-1015r-41
VEH-000241,Tata,Intra V30 Gold,2016,230000,80300,Diesel,1500,2775,pickup,light,open,2,Indore,false,good,regional_delivery|construction|logistics,https://smalltrucks.tatamotors.com/tata-intra-v30-gold
VEH-000242,Ashok Leyland,Dost XL,2025,680000,16613,Diesel,1400,2625,mini_truck,light,flatbed,2,Indore,true,fair,city_delivery|regional_delivery|logistics,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/dost-xl/specification
VEH-000243,Mahindra,Bolero Pik-Up,2018,315000,152820,Diesel,1700,3490,pickup,light,open,2,Ahmedabad,true,good,regional_delivery|agriculture|construction,https://auto.mahindra.com/on/demandware.static/-/Sites-amc-Library/en_IN/-/media/project/mahindra/dotcom/mahindra/in-news---home/pr/brochure/1st.pdf
VEH-000244,Tata,Intra V10,2017,210000,190620,Diesel,1000,2120,mini_truck,light,flatbed,2,Mumbai,true,good,city_delivery|market_transport|logistics,https://smalltruckstest.tatamotors.com/tata-intra-v10
VEH-000245,Ashok Leyland,Bada Dost i5+,2014,235000,298316,Diesel,2114,3800,pickup,light,flatbed,2,Bengaluru,true,good,heavy_delivery|construction|industrial_goods,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i5-lx-2/specification
VEH-000246,Ashok Leyland,Bada Dost i6,2024,970000,20912,Diesel,2357,4100,pickup,light,open,2,Jaipur,true,good,heavy_delivery|construction|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i6-lx/specification
VEH-000247,Tata,Ace Gold,2016,215000,88563,Diesel,900,1835,mini_truck,light,open,2,Delhi,true,good,city_delivery|logistics|construction,https://smalltrucks.tatamotors.com/tata-ace-gold-diesel
VEH-000248,Ashok Leyland,Bada Dost,2022,465000,154677,CNG,1246,2880,mini_truck,light,reefer,2,Pune,true,excellent,city_delivery|fmcg|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-cng/specification
VEH-000249,Eicher,Pro 2118,2016,615000,313519,Diesel,12800,18000,rigid_truck,medium,flatbed,2,Jaipur,false,fair,regional_delivery|construction|industrial_goods|market_transport,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/medium-duty/pro-2118
VEH-000250,BharatBenz,1015R,2021,1050000,66403,Diesel,,10600,rigid_truck,intermediate,box,2,Nagpur,true,fair,regional_delivery|fmcg|cold_chain|market_transport,https://www.bharatbenz.com/trucks/mdt-specifications-1015r-41
VEH-000251,Ashok Leyland,Dost XL,2025,760000,23542,Diesel,1400,2625,mini_truck,light,flatbed,2,Pune,true,good,city_delivery|regional_delivery|logistics,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/dost-xl/specification
VEH-000252,Mahindra,Bolero Pik-Up,2023,530000,100021,Diesel,1700,3490,pickup,light,open,2,Surat,true,good,regional_delivery|agriculture|construction,https://auto.mahindra.com/on/demandware.static/-/Sites-amc-Library/en_IN/-/media/project/mahindra/dotcom/mahindra/in-news---home/pr/brochure/1st.pdf
VEH-000253,Tata,Ultra T.9,2017,490000,239002,Diesel,,9150,rigid_truck,intermediate,open,2,Delhi,true,good,regional_delivery|ecommerce|fmcg|industrial_goods,https://trucks.tatamotors.com/ultra/tata-ultra-t9
VEH-000254,Eicher,Pro 2118,2020,1050000,67353,Diesel,12800,18000,rigid_truck,medium,flatbed,2,Bengaluru,true,fair,regional_delivery|construction|industrial_goods|market_transport,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/medium-duty/pro-2118
VEH-000255,Tata,Ace Gold,2022,350000,155450,Diesel,900,1835,mini_truck,light,open,2,Ahmedabad,false,good,city_delivery|logistics|construction,https://smalltrucks.tatamotors.com/tata-ace-gold-diesel
VEH-000256,Tata,Ace Gold,2022,415000,70051,CNG,660,1630,mini_truck,light,box,2,Ahmedabad,true,excellent,city_delivery|last_mile|fmcg|vegetable_delivery,https://smalltrucks.tatamotors.com/assets/smalltrucks/files/2025-01/ACE%20GOLD%20CNG.pdf
VEH-000257,Tata,Ultra T.16,2019,795000,113781,Diesel,11000,16140,rigid_truck,medium,container,2,Ahmedabad,true,fair,regional_delivery|ecommerce|fmcg|industrial_goods,https://trucks.tatamotors.com/ultra/tata-ultra-t16
VEH-000258,Ashok Leyland,Bada Dost,2018,255000,148798,CNG,1246,2880,mini_truck,light,reefer,2,Surat,false,fair,city_delivery|fmcg|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-cng/specification
VEH-000259,Mahindra,Bolero Pik-Up,2025,740000,31243,Diesel,1700,3490,pickup,light,open,2,Ahmedabad,true,good,regional_delivery|agriculture|construction,https://auto.mahindra.com/on/demandware.static/-/Sites-amc-Library/en_IN/-/media/project/mahindra/dotcom/mahindra/in-news---home/pr/brochure/1st.pdf
VEH-000260,Eicher,Pro 2118,2023,1980000,39601,Diesel,12800,18000,rigid_truck,medium,flatbed,2,Ahmedabad,true,good,regional_delivery|construction|industrial_goods|market_transport,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/medium-duty/pro-2118
VEH-000261,Eicher,Pro 2118,2018,855000,271643,Diesel,12800,18000,rigid_truck,medium,flatbed,2,Kolkata,true,good,regional_delivery|construction|industrial_goods|market_transport,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/medium-duty/pro-2118
VEH-000262,Eicher,Pro 2118,2023,1455000,96241,Diesel,12800,18000,rigid_truck,medium,flatbed,2,Surat,true,fair,regional_delivery|construction|industrial_goods|market_transport,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/medium-duty/pro-2118
VEH-000263,Tata,Signa 4825.TK,2025,4850000,17613,Diesel,38000,47500,rigid_truck,heavy,tipper,5,Delhi,true,good,mining|construction|coal|aggregates,https://www.tatamotors.com/press-releases/tata-motors-introduces-indias-largest-tipper-truck-the-signa-4825-tk/
VEH-000264,Tata,Ultra T.9,2016,470000,313063,Diesel,,9150,rigid_truck,intermediate,open,2,Ahmedabad,true,good,regional_delivery|ecommerce|fmcg|industrial_goods,https://trucks.tatamotors.com/ultra/tata-ultra-t9
VEH-000265,Tata,Ultra T.9,2025,1475000,28162,Diesel,,9150,rigid_truck,intermediate,open,2,Ahmedabad,true,good,regional_delivery|ecommerce|fmcg|industrial_goods,https://trucks.tatamotors.com/ultra/tata-ultra-t9
VEH-000266,Tata,Intra V10,2024,590000,22584,Diesel,1000,2120,mini_truck,light,flatbed,2,Delhi,true,good,city_delivery|market_transport|logistics,https://smalltruckstest.tatamotors.com/tata-intra-v10
VEH-000267,Tata,Signa 4932.T,2020,2675000,125203,Diesel,35300,49000,rigid_truck,heavy,flatbed,5,Pune,false,good,long_haul|industrial_goods|steel|market_transport,https://trucks.tatamotors.com/assets/trucks/files/2026-01/tata-signa-4932t.pdf
VEH-000268,Ashok Leyland,Bada Dost i5+,2025,965000,10539,Diesel,2114,3800,pickup,light,flatbed,2,Hyderabad,true,good,heavy_delivery|construction|industrial_goods,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i5-lx-2/specification
VEH-000269,Mahindra,Bolero Pik-Up,2015,210000,339446,Diesel,1700,3490,pickup,light,open,2,Jaipur,false,fair,regional_delivery|agriculture|construction,https://auto.mahindra.com/on/demandware.static/-/Sites-amc-Library/en_IN/-/media/project/mahindra/dotcom/mahindra/in-news---home/pr/brochure/1st.pdf
VEH-000270,Ashok Leyland,Bada Dost i6,2016,285000,208820,Diesel,2357,4100,pickup,light,open,2,Pune,true,fair,heavy_delivery|construction|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i6-lx/specification
VEH-000271,Tata,Ultra T.16,2020,1210000,62863,Diesel,11000,16140,rigid_truck,medium,container,2,Chennai,true,good,regional_delivery|ecommerce|fmcg|industrial_goods,https://trucks.tatamotors.com/ultra/tata-ultra-t16
VEH-000272,Tata,Intra V10,2016,175000,164085,Diesel,1000,2120,mini_truck,light,flatbed,2,Ahmedabad,true,fair,city_delivery|market_transport|logistics,https://smalltruckstest.tatamotors.com/tata-intra-v10
VEH-000273,BharatBenz,1917R,2014,590000,126878,Diesel,10000,18500,rigid_truck,medium,tanker,2,Bengaluru,false,fair,regional_delivery|fuel_transport|water_transport|industrial_goods,https://www.bharatbenz.com/trucks/mdt-specifications-1917r-73
VEH-000274,Ashok Leyland,Bada Dost i4,2016,265000,259224,Diesel,1825,3490,pickup,light,container,2,Kolkata,true,good,regional_delivery|construction|logistics,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i41/specification
VEH-000275,Ashok Leyland,Bada Dost,2019,315000,130686,CNG,1246,2880,mini_truck,light,reefer,2,Kolkata,true,good,city_delivery|fmcg|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-cng/specification
VEH-000276,Tata,Ace Gold,2024,545000,27757,Diesel,900,1835,mini_truck,light,open,2,Kolkata,true,good,city_delivery|logistics|construction,https://smalltrucks.tatamotors.com/tata-ace-gold-diesel
VEH-000277,Tata,Ace Gold,2021,285000,104959,CNG,660,1630,mini_truck,light,box,2,Delhi,true,good,city_delivery|last_mile|fmcg|vegetable_delivery,https://smalltrucks.tatamotors.com/assets/smalltrucks/files/2025-01/ACE%20GOLD%20CNG.pdf
VEH-000278,BharatBenz,1015R,2024,1760000,14084,Diesel,,10600,rigid_truck,intermediate,box,2,Kolkata,false,good,regional_delivery|fmcg|cold_chain|market_transport,https://www.bharatbenz.com/trucks/mdt-specifications-1015r-41
VEH-000279,Mahindra,Bolero Pik-Up,2019,320000,185977,Diesel,1700,3490,pickup,light,open,2,Indore,true,fair,regional_delivery|agriculture|construction,https://auto.mahindra.com/on/demandware.static/-/Sites-amc-Library/en_IN/-/media/project/mahindra/dotcom/mahindra/in-news---home/pr/brochure/1st.pdf
VEH-000280,Mahindra,Bolero Pik-Up,2023,610000,33297,Diesel,1700,3490,pickup,light,open,2,Delhi,true,good,regional_delivery|agriculture|construction,https://auto.mahindra.com/on/demandware.static/-/Sites-amc-Library/en_IN/-/media/project/mahindra/dotcom/mahindra/in-news---home/pr/brochure/1st.pdf
VEH-000281,Tata,Ace Gold,2020,285000,119133,Diesel,900,1835,mini_truck,light,open,2,Hyderabad,true,good,city_delivery|logistics|construction,https://smalltrucks.tatamotors.com/tata-ace-gold-diesel
VEH-000282,Tata,Ace Gold,2019,245000,154782,CNG,660,1630,mini_truck,light,box,2,Bengaluru,true,good,city_delivery|last_mile|fmcg|vegetable_delivery,https://smalltrucks.tatamotors.com/assets/smalltrucks/files/2025-01/ACE%20GOLD%20CNG.pdf
VEH-000283,Mahindra,Blazo X 48,2021,2605000,97310,Diesel,32000,47500,rigid_truck,heavy,tipper,5,Delhi,true,good,mining|construction|coal|aggregates,https://www.mahindratruckandbus.com/english/pdf/hcv/blazo_48_tipper.pdf
VEH-000284,Ashok Leyland,Bada Dost i6,2014,260000,343305,Diesel,2357,4100,pickup,light,open,2,Bengaluru,true,good,heavy_delivery|construction|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i6-lx/specification
VEH-000285,Tata,Ace Gold,2016,190000,152178,Diesel,900,1835,mini_truck,light,open,2,Ahmedabad,false,good,city_delivery|logistics|construction,https://smalltrucks.tatamotors.com/tata-ace-gold-diesel
VEH-000286,Ashok Leyland,Partner 6 Tyre,2018,510000,244609,Diesel,4885,7490,rigid_truck,intermediate,open,2,Kolkata,true,good,city_delivery|regional_delivery|logistics|industrial_goods,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/partner/specification?productId=1645
VEH-000287,Eicher,Pro 2059 Plus,2022,825000,70281,Diesel,,7490,rigid_truck,intermediate,open,2,Mumbai,false,good,city_delivery|last_mile|ecommerce|fmcg,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/light-duty/pro-2059
VEH-000288,BharatBenz,1015R,2017,555000,268280,Diesel,,10600,rigid_truck,intermediate,box,2,Mumbai,false,fair,regional_delivery|fmcg|cold_chain|market_transport,https://www.bharatbenz.com/trucks/mdt-specifications-1015r-41
VEH-000289,BharatBenz,1917R,2016,845000,349013,Diesel,10000,18500,rigid_truck,medium,tanker,2,Chennai,true,excellent,regional_delivery|fuel_transport|water_transport|industrial_goods,https://www.bharatbenz.com/trucks/mdt-specifications-1917r-73
VEH-000290,BharatBenz,1917R,2015,645000,356562,Diesel,10000,18500,rigid_truck,medium,tanker,2,Kolkata,true,fair,regional_delivery|fuel_transport|water_transport|industrial_goods,https://www.bharatbenz.com/trucks/mdt-specifications-1917r-73
VEH-000291,Tata,Intra V30 Gold,2017,250000,294994,Diesel,1500,2775,pickup,light,open,2,Bengaluru,true,good,regional_delivery|construction|logistics,https://smalltrucks.tatamotors.com/tata-intra-v30-gold
VEH-000292,BharatBenz,3528C,2023,3075000,72319,Diesel,20600,35000,rigid_truck,heavy,tipper,4,Nagpur,true,good,mining|construction|infrastructure|aggregates,https://www.bharatbenz.com/uploads/truck_brochure/3528c-truck.pdf
VEH-000293,Mahindra,Blazo X 48,2020,2060000,100742,Diesel,32000,47500,rigid_truck,heavy,tipper,5,Pune,true,fair,mining|construction|coal|aggregates,https://www.mahindratruckandbus.com/english/pdf/hcv/blazo_48_tipper.pdf
VEH-000294,Eicher,Pro 2118,2020,1095000,55093,Diesel,12800,18000,rigid_truck,medium,flatbed,2,Surat,true,fair,regional_delivery|construction|industrial_goods|market_transport,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/medium-duty/pro-2118
VEH-000295,Tata,Ultra T.16,2014,545000,193438,Diesel,11000,16140,rigid_truck,medium,container,2,Bengaluru,true,good,regional_delivery|ecommerce|fmcg|industrial_goods,https://trucks.tatamotors.com/ultra/tata-ultra-t16
VEH-000296,Mahindra,Blazo X 48,2023,3380000,93800,Diesel,32000,47500,rigid_truck,heavy,tipper,5,Jaipur,true,good,mining|construction|coal|aggregates,https://www.mahindratruckandbus.com/english/pdf/hcv/blazo_48_tipper.pdf
VEH-000297,Tata,Ace Gold,2014,150000,153909,CNG,660,1630,mini_truck,light,box,2,Mumbai,true,fair,city_delivery|last_mile|fmcg|vegetable_delivery,https://smalltrucks.tatamotors.com/assets/smalltrucks/files/2025-01/ACE%20GOLD%20CNG.pdf
VEH-000298,Mahindra,Blazo X 48,2020,2555000,95109,Diesel,32000,47500,rigid_truck,heavy,tipper,5,Ahmedabad,false,excellent,mining|construction|coal|aggregates,https://www.mahindratruckandbus.com/english/pdf/hcv/blazo_48_tipper.pdf
VEH-000299,Mahindra,Bolero Pik-Up,2016,260000,217695,Diesel,1700,3490,pickup,light,open,2,Hyderabad,true,good,regional_delivery|agriculture|construction,https://auto.mahindra.com/on/demandware.static/-/Sites-amc-Library/en_IN/-/media/project/mahindra/dotcom/mahindra/in-news---home/pr/brochure/1st.pdf
VEH-000300,Eicher,Pro 2118,2016,720000,216619,Diesel,12800,18000,rigid_truck,medium,flatbed,2,Pune,true,excellent,regional_delivery|construction|industrial_goods|market_transport,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/medium-duty/pro-2118
VEH-000301,BharatBenz,1917R,2019,1135000,159252,Diesel,10000,18500,rigid_truck,medium,tanker,2,Ahmedabad,true,good,regional_delivery|fuel_transport|water_transport|industrial_goods,https://www.bharatbenz.com/trucks/mdt-specifications-1917r-73
VEH-000302,Mahindra,Blazo X 48,2017,1645000,120575,Diesel,32000,47500,rigid_truck,heavy,tipper,5,Bengaluru,true,excellent,mining|construction|coal|aggregates,https://www.mahindratruckandbus.com/english/pdf/hcv/blazo_48_tipper.pdf
VEH-000303,Tata,Ace Gold,2018,235000,84573,CNG,660,1630,mini_truck,light,box,2,Chennai,true,good,city_delivery|last_mile|fmcg|vegetable_delivery,https://smalltrucks.tatamotors.com/assets/smalltrucks/files/2025-01/ACE%20GOLD%20CNG.pdf
VEH-000304,BharatBenz,1015R,2018,860000,85337,Diesel,,10600,rigid_truck,intermediate,box,2,Pune,true,excellent,regional_delivery|fmcg|cold_chain|market_transport,https://www.bharatbenz.com/trucks/mdt-specifications-1015r-41
VEH-000305,Ashok Leyland,Partner 6 Tyre,2018,430000,238020,Diesel,4885,7490,rigid_truck,intermediate,open,2,Mumbai,true,fair,city_delivery|regional_delivery|logistics|industrial_goods,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/partner/specification?productId=1645
VEH-000306,Eicher,Pro 6028TM,2017,1215000,354986,Diesel,16500,28000,rigid_truck,heavy,tipper,3,Delhi,true,fair,construction|concrete|infrastructure|roadwork,https://www.eichertrucksandbuses.com/heavy-duty-trucks/tipper/pro-6028tm-224kw
VEH-000307,BharatBenz,1917R,2022,1765000,84329,Diesel,10000,18500,rigid_truck,medium,tanker,2,Jaipur,true,excellent,regional_delivery|fuel_transport|water_transport|industrial_goods,https://www.bharatbenz.com/trucks/mdt-specifications-1917r-73
VEH-000308,Tata,Signa 4932.T,2022,3590000,68752,Diesel,35300,49000,rigid_truck,heavy,flatbed,5,Chennai,true,good,long_haul|industrial_goods|steel|market_transport,https://trucks.tatamotors.com/assets/trucks/files/2026-01/tata-signa-4932t.pdf
VEH-000309,Tata,Intra V10,2022,385000,118315,Diesel,1000,2120,mini_truck,light,flatbed,2,Pune,true,excellent,city_delivery|market_transport|logistics,https://smalltruckstest.tatamotors.com/tata-intra-v10
VEH-000310,Ashok Leyland,Bada Dost i6,2021,510000,90578,Diesel,2357,4100,pickup,light,open,2,Jaipur,true,fair,heavy_delivery|construction|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i6-lx/specification
VEH-000311,Mahindra,Bolero Pik-Up,2025,910000,20222,Diesel,1700,3490,pickup,light,open,2,Delhi,true,excellent,regional_delivery|agriculture|construction,https://auto.mahindra.com/on/demandware.static/-/Sites-amc-Library/en_IN/-/media/project/mahindra/dotcom/mahindra/in-news---home/pr/brochure/1st.pdf
VEH-000312,Eicher,Pro 6048XP,2018,1775000,105184,Diesel,34000,47500,rigid_truck,heavy,flatbed,5,Bengaluru,true,good,long_haul|industrial_goods|steel|market_transport,https://www.eichertrucksandbuses.com/heavy-duty-trucks/haulage/pro-6048xp
VEH-000313,Tata,Signa 4932.T,2019,2470000,196030,Diesel,35300,49000,rigid_truck,heavy,flatbed,5,Bengaluru,true,good,long_haul|industrial_goods|steel|market_transport,https://trucks.tatamotors.com/assets/trucks/files/2026-01/tata-signa-4932t.pdf
VEH-000314,Tata,Ultra T.9,2014,430000,294889,Diesel,,9150,rigid_truck,intermediate,open,2,Kolkata,true,good,regional_delivery|ecommerce|fmcg|industrial_goods,https://trucks.tatamotors.com/ultra/tata-ultra-t9
VEH-000315,Ashok Leyland,AVTR 4825 10x2,2018,1930000,122489,Diesel,32000,47500,rigid_truck,heavy,tipper,5,Mumbai,false,good,construction|coal|aggregates|roadwork,https://www.ashokleyland.com/in/pressrelease/ashok-leyland-launches-avtr-4825-10x2-tipper-with-tandem-dummy-axle
VEH-000316,Tata,Signa 4825.TK,2025,4280000,11972,Diesel,38000,47500,rigid_truck,heavy,tipper,5,Nagpur,true,fair,mining|construction|coal|aggregates,https://www.tatamotors.com/press-releases/tata-motors-introduces-indias-largest-tipper-truck-the-signa-4825-tk/
VEH-000317,BharatBenz,1015R,2022,920000,147277,Diesel,,10600,rigid_truck,intermediate,box,2,Jaipur,false,fair,regional_delivery|fmcg|cold_chain|market_transport,https://www.bharatbenz.com/trucks/mdt-specifications-1015r-41
VEH-000318,Mahindra,Jeeto Strong Diesel,2021,230000,50071,Diesel,815,1605,mini_truck,light,box,2,Bengaluru,true,fair,city_delivery|last_mile|vegetable_delivery,https://mahindralastmilemobility.com/jeeto-strong-diesel-cargo
VEH-000319,Tata,Ultra T.16,2019,900000,164168,Diesel,11000,16140,rigid_truck,medium,container,2,Mumbai,true,excellent,regional_delivery|ecommerce|fmcg|industrial_goods,https://trucks.tatamotors.com/ultra/tata-ultra-t16
VEH-000320,BharatBenz,1015R,2025,1845000,9072,Diesel,,10600,rigid_truck,intermediate,box,2,Bengaluru,true,fair,regional_delivery|fmcg|cold_chain|market_transport,https://www.bharatbenz.com/trucks/mdt-specifications-1015r-41
VEH-000321,Mahindra,Bolero Pik-Up,2024,675000,73663,Diesel,1700,3490,pickup,light,open,2,Pune,true,excellent,regional_delivery|agriculture|construction,https://auto.mahindra.com/on/demandware.static/-/Sites-amc-Library/en_IN/-/media/project/mahindra/dotcom/mahindra/in-news---home/pr/brochure/1st.pdf
VEH-000322,Mahindra,Blazo X 48,2015,1195000,272769,Diesel,32000,47500,rigid_truck,heavy,tipper,5,Chennai,true,good,mining|construction|coal|aggregates,https://www.mahindratruckandbus.com/english/pdf/hcv/blazo_48_tipper.pdf
VEH-000323,BharatBenz,1917R,2014,715000,188170,Diesel,10000,18500,rigid_truck,medium,tanker,2,Delhi,false,good,regional_delivery|fuel_transport|water_transport|industrial_goods,https://www.bharatbenz.com/trucks/mdt-specifications-1917r-73
VEH-000324,Tata,Ace Gold,2016,155000,300691,Diesel,900,1835,mini_truck,light,open,2,Mumbai,true,fair,city_delivery|logistics|construction,https://smalltrucks.tatamotors.com/tata-ace-gold-diesel
VEH-000325,Ashok Leyland,Bada Dost,2016,250000,307200,CNG,1246,2880,mini_truck,light,reefer,2,Mumbai,false,good,city_delivery|fmcg|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-cng/specification
VEH-000326,Ashok Leyland,AVTR 4825 10x2,2017,1660000,252178,Diesel,32000,47500,rigid_truck,heavy,tipper,5,Mumbai,false,good,construction|coal|aggregates|roadwork,https://www.ashokleyland.com/in/pressrelease/ashok-leyland-launches-avtr-4825-10x2-tipper-with-tandem-dummy-axle
VEH-000327,BharatBenz,4828RT,2019,2215000,71260,Diesel,36350,47500,rigid_truck,heavy,tipper,5,Jaipur,true,good,mining|construction|coal|aggregates,https://www.bharatbenz.com/uploads/truck_brochure/4828rt_74.pdf
VEH-000328,Mahindra,Jeeto Strong Diesel,2023,320000,73214,Diesel,815,1605,mini_truck,light,box,2,Chennai,true,good,city_delivery|last_mile|vegetable_delivery,https://mahindralastmilemobility.com/jeeto-strong-diesel-cargo
VEH-000329,Tata,Signa 4932.T,2025,5190000,21354,Diesel,35300,49000,rigid_truck,heavy,flatbed,5,Mumbai,true,good,long_haul|industrial_goods|steel|market_transport,https://trucks.tatamotors.com/assets/trucks/files/2026-01/tata-signa-4932t.pdf
VEH-000330,Mahindra,Furio 10,2019,760000,168606,Diesel,6000,10350,rigid_truck,intermediate,box,2,Hyderabad,true,excellent,regional_delivery|ecommerce|fmcg|parcel_delivery,https://www.mahindratruckandbus.com/english/pdf/icv/furio-10.pdf
VEH-000331,Ashok Leyland,Bada Dost,2022,460000,114148,CNG,1246,2880,mini_truck,light,reefer,2,Kolkata,true,good,city_delivery|fmcg|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-cng/specification
VEH-000332,Eicher,Pro 2118,2014,515000,298836,Diesel,12800,18000,rigid_truck,medium,flatbed,2,Mumbai,true,fair,regional_delivery|construction|industrial_goods|market_transport,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/medium-duty/pro-2118
VEH-000333,Mahindra,Furio 10,2025,1640000,19639,Diesel,6000,10350,rigid_truck,intermediate,box,2,Mumbai,true,good,regional_delivery|ecommerce|fmcg|parcel_delivery,https://www.mahindratruckandbus.com/english/pdf/icv/furio-10.pdf
VEH-000334,Ashok Leyland,Dost XL,2020,285000,152120,Diesel,1400,2625,mini_truck,light,flatbed,2,Bengaluru,true,fair,city_delivery|regional_delivery|logistics,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/dost-xl/specification
VEH-000335,Tata,Signa 4932.T,2025,5205000,21890,Diesel,35300,49000,rigid_truck,heavy,flatbed,5,Chennai,true,good,long_haul|industrial_goods|steel|market_transport,https://trucks.tatamotors.com/assets/trucks/files/2026-01/tata-signa-4932t.pdf
VEH-000336,Ashok Leyland,Dost XL,2017,205000,138589,Diesel,1400,2625,mini_truck,light,flatbed,2,Delhi,true,fair,city_delivery|regional_delivery|logistics,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/dost-xl/specification
VEH-000337,Tata,Signa 4932.T,2022,3555000,129661,Diesel,35300,49000,rigid_truck,heavy,flatbed,5,Delhi,true,excellent,long_haul|industrial_goods|steel|market_transport,https://trucks.tatamotors.com/assets/trucks/files/2026-01/tata-signa-4932t.pdf
VEH-000338,Tata,Intra V10,2023,470000,28200,Diesel,1000,2120,mini_truck,light,flatbed,2,Bengaluru,true,fair,city_delivery|market_transport|logistics,https://smalltruckstest.tatamotors.com/tata-intra-v10
VEH-000339,Ashok Leyland,Bada Dost i6,2020,460000,117844,Diesel,2357,4100,pickup,light,open,2,Chennai,true,good,heavy_delivery|construction|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i6-lx/specification
VEH-000340,Ashok Leyland,Bada Dost,2025,755000,16581,CNG,1246,2880,mini_truck,light,reefer,2,Surat,true,good,city_delivery|fmcg|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-cng/specification
VEH-000341,Tata,Ultra T.9,2020,735000,78337,Diesel,,9150,rigid_truck,intermediate,open,2,Delhi,true,fair,regional_delivery|ecommerce|fmcg|industrial_goods,https://trucks.tatamotors.com/ultra/tata-ultra-t9
VEH-000342,Ashok Leyland,AVTR 4825 10x2,2014,1225000,351401,Diesel,32000,47500,rigid_truck,heavy,tipper,5,Bengaluru,true,good,construction|coal|aggregates|roadwork,https://www.ashokleyland.com/in/pressrelease/ashok-leyland-launches-avtr-4825-10x2-tipper-with-tandem-dummy-axle
VEH-000343,Ashok Leyland,Bada Dost i6,2025,1110000,14246,Diesel,2357,4100,pickup,light,open,2,Chennai,true,good,heavy_delivery|construction|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i6-lx/specification
VEH-000344,Ashok Leyland,Partner 6 Tyre,2019,445000,207790,Diesel,4885,7490,rigid_truck,intermediate,open,2,Pune,true,fair,city_delivery|regional_delivery|logistics|industrial_goods,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/partner/specification?productId=1645
VEH-000345,Ashok Leyland,Bada Dost,2019,335000,259626,CNG,1246,2880,mini_truck,light,reefer,2,Hyderabad,true,good,city_delivery|fmcg|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-cng/specification
